question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name
11,0.5769230769230769,0.1913875598086124,0.0,0.5314783,0.57310903,0.55150914,0.07142857142857142,0.57158005,0.9637705683708191,0.0,0.6,0.9358142959682382,0.99999999998,0.3333333333333333,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.7894736842105263,0.12359550561797752,0.0,0.5102469,0.5484694,0.52866817,0.03389830508474576,0.46170628,0.9456664323806763,0.4,1.0,0.0,0.9999999999666667,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.7472527472527473,0.16666666666666666,0.08995532928770522,0.6572113,0.64508,0.65108913,0.11538461538461539,0.8657538,0.9790822267532349,0.0,0.8,0.9554761720153561,0.99999999998,0.75,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.75,0.27428571428571424,0.13759975866628998,0.6107037,0.6599575,0.634376,0.18333333333333332,0.81977904,0.9776529669761658,0.0,0.8333333333333334,0.0,0.99999999998,0.3333333333333333,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.9803921568627451,0.3601895734597156,0.26142455386708174,0.6463425,0.65461934,0.6504546,0.1509433962264151,0.77928424,0.9741798043251038,0.0,0.6,0.9706420058592778,0.99999999998,0.75,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.6902654867256637,0.2639593908629442,0.10328173437649554,0.5996056,0.64149153,0.6198417,0.12162162162162163,0.6918371,0.9598551392555237,0.0,0.8,0.0,0.99999999998,0.25,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.6890756302521008,0.2608695652173913,0.0995416416982976,0.67335063,0.7413541,0.7057179,0.16883116883116883,0.83267343,0.9788557887077332,0.5,1.0,0.9554354770172223,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.8053097345132744,0.25,0.0,0.59114057,0.63023114,0.61006033,0.1267605633802817,0.7963738,0.9725124835968018,0.0,0.7142857142857143,0.9185065486301747,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.7570093457943925,0.3473684210526316,0.169425362750718,0.708683,0.74453455,0.72616655,0.18421052631578946,0.77784795,0.9821404218673706,0.28571428571428575,0.2,0.9521622699399787,0.8555555555412964,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.7904761904761904,0.4,0.09443879298442402,0.69194406,0.7487453,0.719225,0.265625,0.83978105,0.9776161313056946,0.0,0.875,0.9591153370597604,0.729523809509219,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8288288288288288,0.2547169811320754,0.12071471563535639,0.5974192,0.6377444,0.6169235,0.13333333333333333,0.72460675,0.9684873223304749,0.0,1.0,0.9769115443207563,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.8333333333333334,0.328042328042328,0.21880258697897467,0.6917561,0.7556497,0.72229266,0.2647058823529412,0.86953956,0.9773094058036804,0.6666666666666666,1.0,0.962080548108832,0.94999999997625,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.7132867132867133,0.2357723577235772,0.062431049200972165,0.60524726,0.62926936,0.6170246,0.08695652173913043,0.7948942,0.9752557873725891,0.0,0.7272727272727273,0.9633029711764844,0.8874999999778125,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9574468085106383,0.27083333333333337,0.11391097677026257,0.75082856,0.72758865,0.73902595,0.17142857142857143,0.7881,0.9710585474967957,0.0,1.0,0.9093045122367034,,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.3684210526315789,0.23333333333333336,0.0,0.60025966,0.74733925,0.6657732,0.3125,0.7925844,0.8510149717330933,0.0,0.16666666666666666,0.9174225337357624,0.9166666666361111,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.1694915254237288,0.08450704225352113,0.0,0.51651496,0.6543187,0.57730734,0.0,0.38542348,0.8154643774032593,0.0,0.3333333333333333,0.9355739488343882,0.8099999999838,0.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.8292682926829268,0.3,0.14596096934085942,0.6018946,0.57746,0.58942413,0.15384615384615385,0.73538065,0.9543516635894775,0.0,0.0,0.0,0.499999999975,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.36666666666666664,0.18604651162790697,0.04134788202666105,0.5938745,0.7334964,0.6563423,0.1,0.887699,0.9262065291404724,0.0,1.0,0.8924283141754367,0.6388888888675925,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.4722222222222222,0.34234234234234234,0.13226305485517506,0.60726064,0.71705127,0.65760493,0.21621621621621623,0.8627324,0.9672412872314453,0.6666666666666666,0.5,0.0,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.8913043478260869,0.3404255319148936,0.203189727726407,0.7059642,0.7141361,0.7100267,0.22727272727272727,0.9035885,0.9672150015830994,1.0,1.0,0.9776235855155275,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.46153846153846156,0.2711864406779661,0.10390296058126754,0.5957976,0.70465386,0.6456697,0.17391304347826086,0.6528331,0.9544299840927124,0.0,0.8,0.7777246941482326,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.5,0.2905982905982906,0.10188315150580923,0.64757234,0.7748957,0.7055357,0.2,0.8329687,0.9757178425788879,0.5,0.75,0.9620836144066532,0.99999999998,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.5492957746478874,0.1739130434782609,0.0,0.6025209,0.6705518,0.63471854,0.10638297872340426,0.79626644,0.9541861414909363,0.0,0.3333333333333333,0.9436993508652879,0.8874999999778125,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.20987654320987653,0.14285714285714285,0.0,0.52977777,0.77245003,0.6285028,0.09090909090909091,0.7040043,0.9212087988853455,0.0,0.7142857142857143,0.9082668917294426,0.3333333333,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.5135135135135135,0.43697478991596633,0.1307815169935194,0.7530118,0.6915486,0.72097266,0.14634146341463414,0.6257077,0.9744196534156799,0.0,1.0,0.9944395838992292,0.729523809509219,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.7014925373134329,0.20512820512820512,0.081521638866923,0.62975943,0.7016765,0.6637757,0.05555555555555555,0.7195347,0.9670174717903137,0.0,0.4,0.935597153786449,0.49999999995,0.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.5416666666666666,0.24324324324324323,0.08191181829206526,0.6866047,0.7902199,0.73477745,0.2222222222222222,0.8868511,0.9565009474754333,0.0,0.8,0.9630430994077815,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.7088607594936709,0.25,0.09595160592782474,0.5850625,0.63157547,0.60742986,0.14814814814814814,0.8253511,0.9510511755943298,0.28571428571428575,0.8,0.9483544985553953,0.6678571428404464,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9204545454545454,0.3068181818181819,0.14343119596162862,0.67354417,0.67645466,0.6749963,0.1864406779661017,0.6425184,0.9733899235725403,0.0,0.8333333333333334,0.8834031115686163,0.9111111110928889,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.7582417582417582,0.12429378531073447,0.0,0.519901,0.5400923,0.5298043,0.10714285714285714,0.66583383,0.8409658074378967,0.0,0.6666666666666666,0.914124600721002,0.99999999998,0.5,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.88,0.20547945205479454,0.0,0.6375601,0.62832016,0.6329064,0.08,0.47700775,0.968328058719635,0.0,0.75,0.0,0.8099999999838,0.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.5866666666666667,0.15873015873015875,0.0,0.5475911,0.5303054,0.5388096,0.06818181818181818,0.46839356,0.9290277361869812,0.0,0.5,0.0,0.999999999975,0.6666666666666666,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.9891304347826086,0.19791666666666663,0.06447575235436645,0.6355605,0.6857525,0.6597032,0.125,0.84830606,0.9702602624893188,0.0,0.8,0.9301078332289598,0.999999999975,0.75,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8674698795180723,0.25925925925925924,0.17551271250028022,0.60560745,0.6401266,0.6223888,0.11666666666666667,0.64661765,0.9622427225112915,0.8,0.6666666666666666,0.0,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.9901960784313726,0.2938388625592417,0.15882991867655863,0.6207919,0.6521401,0.63607997,0.11864406779661017,0.77150625,0.9597012996673584,0.0,0.5714285714285714,0.9672972116672742,0.99999999998,0.5,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.8125,0.14054054054054055,0.0,0.5226374,0.5379668,0.5301913,0.041666666666666664,0.54364216,0.9374359846115112,0.0,1.0,0.8305723860797658,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.7321428571428571,0.22772277227722773,0.07592199618323338,0.62462366,0.69701904,0.65883857,0.15492957746478872,0.8362238,0.9825223088264465,0.8,0.8333333333333334,0.9620845870043097,0.99999999998,0.5,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.7398373983739838,0.20091324200913244,0.05109044714577429,0.6039511,0.64139575,0.6221105,0.16,0.7878419,0.9741954803466797,0.4,0.42857142857142855,0.9436993508652879,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.6090225563909775,0.2511627906976744,0.08020395904147433,0.61708474,0.70103604,0.656387,0.13636363636363635,0.7589229,0.9801005125045776,0.25,0.9166666666666666,0.8321644336712439,0.9821428571288265,0.8,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.6535433070866141,0.304147465437788,0.12821799642568785,0.6100172,0.688658,0.64695656,0.20270270270270271,0.740095,0.9779558181762695,0.3333333333333333,0.5714285714285714,0.9944395838992287,0.729523809509219,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8043478260869565,0.2651933701657459,0.0983032417344629,0.5487293,0.6081165,0.5768986,0.0967741935483871,0.63906735,0.947783887386322,0.0,0.5,0.9755784544874228,0.8666666666377778,0.4,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7798165137614679,0.3979591836734694,0.15138360590082112,0.6868671,0.7620001,0.72248554,0.3230769230769231,0.836937,0.9764939546585083,0.5,0.5714285714285714,0.9830040152131542,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.9411764705882353,0.26732673267326734,0.13486273039380692,0.63176286,0.62118566,0.6264296,0.16417910447761194,0.7378313,0.9748858213424683,0.2,1.0,0.0,0.6678571428404464,0.75,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.7230769230769231,0.2564102564102564,0.0,0.70370275,0.735708,0.71934956,0.1590909090909091,0.69620097,0.9631618857383728,0.4,0.8,0.912701673239058,,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.2545454545454545,0.23684210526315788,0.046614669791934515,0.58592707,0.7648835,0.66355115,0.16666666666666666,0.7867245,0.8804599642753601,0.0,0.5,0.0,0.19999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.2631578947368421,0.08000000000000002,0.0,0.5421416,0.62517637,0.58070576,0.0,0.33495796,0.7857047915458679,0.0,0.4,0.945026542174942,0.8333333332916666,0.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.6212121212121212,0.15384615384615385,0.0,0.51485026,0.58038497,0.5456569,0.05555555555555555,0.5266468,0.9376090168952942,0.0,0.0,0.0,0.999999999975,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.4074074074074074,0.2,0.05785509594341803,0.63541746,0.751868,0.6887552,0.10714285714285714,0.72609323,0.9159538149833679,0.0,1.0,0.9593545045013162,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8292682926829268,0.15584415584415584,0.0,0.6714442,0.68798685,0.67961484,0.05714285714285714,0.81276035,0.9507877826690674,0.5,0.8571428571428571,0.8789125350720585,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.7540983606557377,0.3157894736842105,0.11501282597642694,0.6429204,0.60866535,0.62532413,0.11764705882352941,0.87570953,0.95561283826828,1.0,0.75,0.9609450551943555,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.5714285714285714,0.3018867924528302,0.1491884384034767,0.58082944,0.6701832,0.6223153,0.16666666666666666,0.7786935,0.9473497867584229,0.0,0.75,0.8610362123642695,0.99999999998,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.59375,0.2830188679245283,0.07593956188659201,0.64899695,0.7365066,0.6899882,0.10869565217391304,0.84723353,0.9711082577705383,0.5,0.75,0.9499092760741563,0.99999999998,0.5,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.6190476190476191,0.205607476635514,0.0,0.62638503,0.68427044,0.65404946,0.15789473684210525,0.8104533,0.9651378393173218,0.0,0.5714285714285714,0.9742658092015712,0.8874999999778125,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.25757575757575757,0.23529411764705882,0.10457995018881569,0.565352,0.8031824,0.6636016,0.21621621621621623,0.6103195,0.9225413799285889,0.6666666666666666,0.3333333333333333,0.9519857729204788,0.3873015872886772,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.7162162162162162,0.43283582089552236,0.14137631472328732,0.7540924,0.71369755,0.73333913,0.1590909090909091,0.6261413,0.9752488732337952,0.0,1.0,0.9944395838992292,0.6218253968150331,0.9,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8703703703703703,0.19047619047619047,0.0,0.65592504,0.69085264,0.6729359,0.061224489795918366,0.7209778,0.9674960970878601,0.0,0.7142857142857143,0.9428071314175099,0.9166666666361111,0.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7428571428571429,0.2580645161290323,0.09592545068492521,0.6968559,0.7391746,0.7173917,0.14705882352941177,0.7996001,0.9293453693389893,0.0,0.4,0.9582558012950151,0.6791666666496875,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.8928571428571429,0.2264150943396226,0.11841837572972204,0.68422073,0.66572964,0.67484856,0.16666666666666666,0.87935483,0.9526951313018799,0.0,0.16666666666666666,0.9810093098107235,0.94999999997625,1.0,marketing,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9777777777777777,0.2594594594594594,0.06643579059800025,0.66329014,0.67089915,0.66707295,0.18461538461538463,0.6676154,0.9805221557617188,0.0,0.6,0.8914483033756156,0.5654761904620536,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.25274725274725274,0.08403361344537816,0.0061439928887320056,0.56695235,0.49047604,0.5259487,0.061224489795918366,0.6490149,0.9044638872146606,0.0,0.0,0.0,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.6147540983606558,0.20588235294117643,0.05079136405875868,0.5691602,0.65513504,0.6091289,0.09859154929577464,0.6161101,0.9670590758323669,0.4,0.6666666666666666,0.9613837678712234,0.99999999998,0.3333333333333333,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.7978723404255319,0.17777777777777778,0.0,0.5495018,0.6115754,0.57887924,0.14285714285714285,0.53706163,0.9542912244796753,0.0,0.5,0.0,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.6593406593406593,0.345679012345679,0.19631936148362733,0.727002,0.7091855,0.71798325,0.2765957446808511,0.893291,0.9737419486045837,0.0,1.0,1.0,0.99999999998,0.75,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8674698795180723,0.3125,0.18749115015109702,0.6417549,0.6614708,0.6514637,0.22807017543859648,0.8248322,0.979925811290741,0.5714285714285715,0.8,1.0000000000000002,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,1.0,0.3714285714285714,0.26965566973822297,0.6242324,0.6454899,0.63468325,0.1836734693877551,0.7936975,0.9493503570556641,0.0,0.8571428571428571,0.9920524412778472,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.7959183673469388,0.21621621621621626,0.06283574357384956,0.6167712,0.6417147,0.6289958,0.16417910447761194,0.7608231,0.971137285232544,0.0,0.2857142857142857,0.9567698075719213,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.9534883720930233,0.25988700564971756,0.09177420199587252,0.592556,0.69533277,0.63984346,0.22950819672131148,0.8352598,0.976901113986969,0.6666666666666666,0.7142857142857143,0.9554354770172223,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.8198198198198198,0.24880382775119617,0.06420071435894835,0.6357986,0.6702184,0.652555,0.16923076923076924,0.80758315,0.9804283976554871,0.0,0.7777777777777778,0.8994936031372335,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.7297297297297297,0.2694300518134715,0.10057583747913658,0.62016964,0.67686,0.6472759,0.1506849315068493,0.8252926,0.9578036665916443,0.25,0.6666666666666666,0.8775339234005293,0.9060405643638306,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.6287878787878788,0.2869955156950673,0.1303880497112401,0.62731344,0.71648467,0.6689404,0.14102564102564102,0.7922143,0.9816109538078308,0.0,0.9285714285714286,0.9944441348618831,0.6218253968150331,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8846153846153846,0.23529411764705882,0.10224739840513933,0.60911715,0.647719,0.62782526,0.09722222222222222,0.7134696,0.9661478996276855,0.0,0.8,0.9720591581542991,0.8874999999778125,0.8,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7024793388429752,0.24880382775119617,0.07423126175040722,0.62644297,0.66314703,0.6442727,0.1891891891891892,0.8074351,0.9781772494316101,0.3333333333333333,0.375,0.9008382627853639,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.9107142857142857,0.27777777777777773,0.09300773946539904,0.62930644,0.6172408,0.6232152,0.10666666666666667,0.80947715,0.9813519716262817,0.0,0.2857142857142857,0.9633029711764844,0.99999999998,1.0,research,retriever_params,512,100,all-distilroberta-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
