question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,mds,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name,llm_temp,llm_max_new_tokens,llm_top_p,llm_do_sample,llm_repetition_penalty,inference_time
87,0.5483870967741935,0.24489795918367344,0.0,0.61987245,0.77128786,0.6873401,0.29411764705882354,0.73086303,0.9270578026771545,0.0,0.25,0.9360449453622448,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,105.606611
92,0.7162162162162162,0.417910447761194,0.15949873596927125,0.7009201,0.6698886,0.6850531,0.19047619047619047,0.57052785,0.9752235412597656,0.0,0.75,0.9944395838992289,,0.8888888888888888,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,105.606611
95,0.5108695652173914,0.26573426573426573,0.08674724745883637,0.49290168,0.6875315,0.5741713,0.24489795918367346,0.63497317,0.7576910853385925,0.0,0.2857142857142857,0.9907937373160448,0.9266666666481335,0.3333333333333333,0.5456974594578624,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,105.606611
103,0.48148148148148145,0.5,0.11369306152454814,0.722273,0.853767,0.7825345,0.375,0.92487484,0.9760194420814514,0.0,0.6,0.9599490396350274,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,105.606611
110,0.9107142857142857,0.20560747663551404,0.10869325392498617,0.6610917,0.63388824,0.6472042,0.12195121951219512,0.88137347,0.9443035125732422,0.0,0.6,0.9974551884194687,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,105.606611
0,0.8103448275862069,0.30630630630630634,0.20777605990732131,0.7377926,0.76109797,0.74926406,0.21052631578947367,0.95299906,0.9702481031417847,0.6666666666666666,0.8,0.9009681586781004,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
7,0.4117647058823529,0.490566037735849,0.24361677010066848,0.67618096,0.847178,0.7520823,0.3125,0.8395826,0.9013993144035339,1.0,0.6666666666666666,0.9289370445859026,0.6791666666496875,1.0,0.7436971361290217,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
11,0.25,0.04000000000000001,0.0,0.58558416,0.68733466,0.6323927,0.0,0.28354338,0.842062771320343,0.0,1.0,0.9685200666132102,0.817857142843512,1.0,0.8270432353150118,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
19,0.8541666666666666,0.3725490196078432,0.27463007127348354,0.629108,0.6687727,0.64833426,0.23076923076923078,0.6756808,0.9369158148765564,0.0,0.0,0.9929255721137822,0.5833333333041666,0.5,3.999999998294471e-10,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
27,0.44,0.38961038961038963,0.24330014103075295,0.6826378,0.81302583,0.74214834,0.35,0.90922415,0.9609054923057556,0.0,0.8,0.9999987772028508,0.9999999999833333,1.0,0.8700492768776912,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
28,0.9411764705882353,0.5294117647058822,0.44373664371300936,0.780557,0.7793052,0.7799306,0.38095238095238093,0.90789425,0.9698725938796997,0.8,1.0,1.0000000000000002,0.9999999999833333,1.0,0.9341068405872899,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
33,0.8518518518518519,0.4150943396226415,0.23910854400575954,0.7384505,0.6808334,0.7084725,0.28,0.866366,0.9578225612640381,1.0,0.8,0.9969938962650747,0.9999999999833333,1.0,0.8575405181403314,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
53,0.5217391304347826,0.35514018691588783,0.16045438713326868,0.6621313,0.7549063,0.70548177,0.2,0.7974961,0.9635414481163025,0.0,0.5,0.9436710463449454,0.99999999998,1.0,0.7303051730607956,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
63,0.6229508196721312,0.37623762376237624,0.14997109393138247,0.67332995,0.76286227,0.7153053,0.225,0.9155555,0.9744935035705566,0.5,1.0,0.9608841356416904,0.9999999999833333,1.0,0.9011621946695398,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
76,0.6724137931034483,0.2376237623762376,0.0,0.6500878,0.67041767,0.6600962,0.23529411764705882,0.866632,0.9547675251960754,0.0,0.8333333333333334,0.8810104051222241,0.81666666664625,1.0,0.7882579867722287,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
87,0.2328767123287671,0.21978021978021975,0.08891744404313852,0.5751163,0.80854845,0.6721417,0.21212121212121213,0.7031597,0.9560854434967041,0.5,0.3333333333333333,0.9437120295670033,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
92,0.6486486486486487,0.42187500000000006,0.1392051483317019,0.7812391,0.7109504,0.74443936,0.1590909090909091,0.57570076,0.9762815237045288,0.0,0.8571428571428571,0.9944395838992289,,0.7777777777777778,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
95,0.6266666666666667,0.3519999999999999,0.21259396993764054,0.64677536,0.7107023,0.6772336,0.2553191489361702,0.72368443,0.9737985730171204,0.0,0.18181818181818182,0.9968730779827544,0.9266666666481335,0.0,0.44155623397273897,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
103,0.5,0.5128205128205128,0.11794509341030292,0.7548778,0.87407243,0.8101142,0.3870967741935484,0.91802037,0.982230544090271,0.0,0.75,0.9830040152131531,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
110,0.8571428571428571,0.2830188679245283,0.10776442809197835,0.6551832,0.63764256,0.6462939,0.16216216216216217,0.8691908,0.9540333151817322,0.0,0.25,0.9810093098107235,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,98.671784
0,0.88,0.3061224489795919,0.1709889008581989,0.6489289,0.6861849,0.66703707,0.24074074074074073,0.673045,0.9696586728096008,0.0,0.8571428571428571,0.0,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
7,0.7582417582417582,0.25609756097560976,0.09776202459539382,0.6298262,0.61702216,0.6233584,0.125,0.6290479,0.9525058269500732,0.0,0.6,0.0,0.9999999999833333,1.0,3.9999999982916483e-10,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
11,0.5859375,0.19230769230769232,0.0,0.5438467,0.6171756,0.57819545,0.07462686567164178,0.5710335,0.9547086954116821,0.0,1.0,0.9452166437838073,0.9999999999857143,0.6666666666666666,0.835513060246077,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
19,0.8928571428571429,0.27058823529411763,0.14277830199970884,0.6031287,0.6452328,0.6234707,0.12280701754385964,0.6800439,0.958153486251831,0.0,0.75,0.0,0.7099999999858,1.0,3.9999999982617163e-10,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
27,0.978494623655914,0.2617801047120419,0.17507594279332372,0.6972135,0.69163454,0.69441277,0.21311475409836064,0.87641567,0.9860222935676575,0.3333333333333333,0.4,1.0,0.9999999999833333,0.25,0.6733932206460687,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
28,0.7578947368421053,0.313953488372093,0.16731656023989577,0.6655307,0.7046151,0.6845154,0.22807017543859648,0.7543715,0.9727982878684998,0.5714285714285715,0.5,0.0,0.9999999999833333,0.3333333333333333,3.999999998215645e-10,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
33,0.8571428571428571,0.33766233766233766,0.11976482315028192,0.6467536,0.6610106,0.65380436,0.19642857142857142,0.79384756,0.9886264204978943,0.0,1.0,0.7812799661142548,0.9999999999833333,0.75,0.8316941249567067,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
53,0.8041237113402062,0.3101604278074866,0.10924374375156962,0.62842923,0.6333182,0.63086426,0.14754098360655737,0.75395304,0.9699655175209045,0.0,0.8571428571428571,0.0,0.9999999999833333,1.0,3.999999998499283e-10,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
63,0.6119402985074627,0.29596412556053814,0.1035332821179884,0.6213656,0.70503056,0.6605594,0.17142857142857143,0.8059319,0.9803694486618042,0.5,1.0,0.9640063217677575,0.9999999999833333,1.0,0.8788879395781689,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
76,0.6148648648648649,0.2764227642276423,0.07998166715039288,0.650798,0.6701828,0.66034824,0.171875,0.86089313,0.981869101524353,0.0,1.0,0.9232893649001225,0.9266666666481335,1.0,0.8553271446480574,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
87,0.5364238410596026,0.2575107296137339,0.10635446444652191,0.6401799,0.71555525,0.67577225,0.1728395061728395,0.7807654,0.9769538044929504,0.4444444444444444,0.6,1.0,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
92,0.6287878787878788,0.30973451327433627,0.1660552624923249,0.6692128,0.74878585,0.70676666,0.265625,0.7667663,0.9878047704696655,0.0,0.9090909090909091,0.9944395838992289,,0.6666666666666666,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
95,0.8214285714285714,0.21904761904761902,0.0950357898245803,0.58807003,0.6339071,0.6101289,0.12,0.7047565,0.9517737030982971,0.0,0.7142857142857143,0.9808651257017514,0.9266666666481335,0.4,0.7785671545465386,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
103,0.6159420289855072,0.3893805309734513,0.21861536424056532,0.6385786,0.7675737,0.6971594,0.38235294117647056,0.855993,0.9873334765434265,0.3333333333333333,0.875,0.9620805481088319,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
110,0.6455696202531646,0.25563909774436094,0.11699175976541734,0.591078,0.6321045,0.61090326,0.13953488372093023,0.7262795,0.9724888205528259,0.25,0.5,0.8593180611970518,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_1_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,211.129989
0,0.7213114754098361,0.27272727272727276,0.1289584265746172,0.6606767,0.70657516,0.68285555,0.19402985074626866,0.6916742,0.9817176461219788,0.0,1.0,0.8059765554561528,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
7,0.7252747252747253,0.44171779141104295,0.19773016437141117,0.70612514,0.67598444,0.6907261,0.37735849056603776,0.84730136,0.9738236665725708,0.6666666666666666,0.75,0.9653141650124295,0.9999999999833333,1.0,0.8303893634299447,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
11,0.4934210526315789,0.19913419913419914,0.0,0.5386975,0.60790753,0.5712137,0.04878048780487805,0.5578159,0.9698129296302795,0.0,0.8333333333333334,0.9463324564740853,0.9999999999857143,1.0,0.7988226374129259,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
19,0.92,0.2580645161290323,0.16176633608391147,0.6290396,0.6582368,0.6433071,0.1346153846153846,0.67186576,0.9611441493034363,0.5,0.1111111111111111,0.0,0.7099999999858,1.0,3.999999995214832e-10,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
27,0.978021978021978,0.2765957446808511,0.18783090160034746,0.67695594,0.6800405,0.6784947,0.24074074074074073,0.8815776,0.9806552529335022,0.3333333333333333,0.5714285714285714,0.9842140922253678,0.9999999999833333,0.25,0.7633748116358725,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
28,0.6666666666666666,0.3118279569892473,0.1468816681281306,0.64825,0.68836397,0.66770506,0.203125,0.76707226,0.9788383841514587,0.5714285714285715,0.6,0.9183386244442124,0.9999999999833333,1.0,0.7614324119907521,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
33,0.8225806451612904,0.32911392405063294,0.16472559339219692,0.64994323,0.67179656,0.66068923,0.15789473684210525,0.81636107,0.9841191172599792,0.0,0.7,0.9879245161183223,0.9999999999833333,0.75,0.807368787680523,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
53,0.6190476190476191,0.2559241706161138,0.12728335925507483,0.629717,0.66210675,0.64550585,0.13333333333333333,0.75137883,0.9760276079177856,0.0,0.8888888888888888,0.9837001007424349,0.9999999999833333,1.0,0.8527434389984526,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
63,0.5503355704697986,0.4745762711864407,0.2475770804850838,0.65718794,0.7850329,0.71544397,0.3582089552238806,0.8905877,0.9882633090019226,0.6666666666666666,0.9,0.9639528700863644,0.9999999999833333,1.0,0.879848024731022,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
76,0.6453900709219859,0.23333333333333334,0.09108602774446717,0.6281574,0.7008194,0.662502,0.17105263157894737,0.8683255,0.9786732196807861,0.28571428571428575,0.625,0.9434313321832508,0.9266666666481335,1.0,0.7621186339339072,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
87,0.8181818181818182,0.2747252747252747,0.0,0.6484083,0.68098205,0.6642961,0.11940298507462686,0.7635163,0.9776954054832458,0.2222222222222222,0.6666666666666666,0.9588809133791977,,0.8,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
92,0.5928571428571429,0.4615384615384615,0.28415899887613383,0.67872506,0.7748703,0.7236179,0.31343283582089554,0.7551173,0.9835808873176575,0.0,0.9285714285714286,0.9944395838992287,,0.6666666666666666,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
95,0.92,0.233502538071066,0.13751105215893963,0.555217,0.63898575,0.59416336,0.19696969696969696,0.6352701,0.8277231454849243,0.0,0.125,0.9968730779827548,0.9266666666481335,0.4,0.33998247701867557,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
103,0.5902777777777778,0.3448275862068965,0.21775550347330094,0.6578293,0.7440021,0.6982671,0.2898550724637681,0.77595305,0.9867061972618103,0.4,0.8571428571428571,0.9830040152131538,,0.75,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
110,0.8095238095238095,0.2317596566523605,0.14479110502684034,0.5843945,0.59953487,0.59186786,0.14473684210526316,0.6681572,0.9607906937599182,0.2,0.8,0.9810093098107235,,1.0,,research,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,research_prompt_3_improved,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,212.009278
0,0.851063829787234,0.36956521739130443,0.2335778165076068,0.7942127,0.7645792,0.77911425,0.21875,0.9622116,0.9733677506446838,0.5,1.0,0.8949164527390043,,1.0,,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
7,0.4,0.4727272727272727,0.22063916635549044,0.6675509,0.87612313,0.7577465,0.26666666666666666,0.8874874,0.9130823612213135,1.0,0.3333333333333333,0.9270957661009268,0.6791666666496875,1.0,0.5821795681466176,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
11,0.2564102564102564,0.12244897959183675,0.0,0.58474755,0.72261953,0.6464137,0.0,0.4621355,0.8545523881912231,1.0,0.6,0.9308136187184403,0.8099999999838,1.0,0.7243017141335991,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
19,0.9761904761904762,0.4137931034482759,0.24663719603345996,0.743707,0.7152205,0.7291856,0.2222222222222222,0.695968,0.9423326849937439,1.0,0.3333333333333333,1.0,0.6458333333171874,0.5,0.5780530544038095,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
27,0.5945945945945946,0.22580645161290325,0.06856374867510526,0.6708971,0.7330342,0.70059055,0.13043478260869565,0.8462651,0.9245578646659851,0.0,0.25,0.9018989110174418,0.81666666664625,1.0,0.5154221579105609,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
28,0.7727272727272727,0.5,0.34416453205781905,0.7113748,0.7666638,0.7379852,0.32,0.91005933,0.9756312966346741,0.8,0.75,1.0000000000000002,0.9999999999833333,1.0,0.8531742340168716,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
33,0.5974025974025974,0.49612403100775193,0.33543365347900167,0.7053311,0.8016173,0.75039804,0.25925925925925924,0.95512974,0.9781129360198975,0.0,1.0,0.996993896265075,0.9999999999833333,1.0,0.9225855529371371,marketing,improved_prompts_mds,700,100,multi-qa-mpnet-base-dot-v1,marketing_prompt_5_2_hybrid,6,mistralai/Mistral-7B-Instruct-v0.3,0.2,200,0.95,True,1.1,106.663192
