question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name
11,0.5769230769230769,0.1913875598086124,0.0,0.5314783,0.57310903,0.55150914,0.0714285714285714,0.57158005,0.9637705683708192,0.0,0.6,0.9358142959682382,0.99999999998,0.3333333333333333,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.7894736842105263,0.1235955056179775,0.0,0.5102469,0.5484694,0.52866817,0.0338983050847457,0.46170628,0.9456664323806764,0.4,1.0,0.0,0.9999999999666668,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.7472527472527473,0.1666666666666666,0.0899553292877052,0.6572113,0.64508,0.65108913,0.1153846153846153,0.8657538,0.9790822267532348,0.0,0.8,0.955476172015356,0.99999999998,0.75,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.75,0.2742857142857142,0.1375997586662899,0.6107037,0.6599575,0.634376,0.1833333333333333,0.81977904,0.9776529669761658,0.0,0.8333333333333334,0.0,0.99999999998,0.3333333333333333,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.9803921568627452,0.3601895734597156,0.2614245538670817,0.6463425,0.65461934,0.6504546,0.1509433962264151,0.77928424,0.9741798043251038,0.0,0.6,0.9706420058592778,0.99999999998,0.75,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.6902654867256637,0.2639593908629442,0.1032817343764955,0.5996056,0.64149153,0.6198417,0.1216216216216216,0.6918371,0.9598551392555236,0.0,0.8,0.0,0.99999999998,0.25,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.6890756302521008,0.2608695652173913,0.0995416416982976,0.67335063,0.7413541,0.7057179,0.1688311688311688,0.83267343,0.9788557887077332,0.5,1.0,0.9554354770172224,0.99999999998,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.8053097345132744,0.25,0.0,0.59114057,0.63023114,0.61006033,0.1267605633802817,0.7963738,0.9725124835968018,0.0,0.7142857142857143,0.9185065486301748,0.99999999998,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.7570093457943925,0.3473684210526316,0.169425362750718,0.708683,0.74453455,0.72616655,0.1842105263157894,0.77784795,0.9821404218673706,0.2857142857142857,0.2,0.9521622699399788,0.8555555555412964,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.7904761904761904,0.4,0.094438792984424,0.69194406,0.7487453,0.719225,0.265625,0.83978105,0.9776161313056946,0.0,0.875,0.9591153370597604,0.729523809509219,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8288288288288288,0.2547169811320754,0.1207147156353563,0.5974192,0.6377444,0.6169235,0.1333333333333333,0.72460675,0.9684873223304749,0.0,1.0,0.9769115443207564,0.99999999998,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.8333333333333334,0.328042328042328,0.2188025869789746,0.6917561,0.7556497,0.72229266,0.2647058823529412,0.86953956,0.9773094058036804,0.6666666666666666,1.0,0.962080548108832,0.94999999997625,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.7132867132867133,0.2357723577235772,0.0624310492009721,0.60524726,0.62926936,0.6170246,0.0869565217391304,0.7948942,0.9752557873725892,0.0,0.7272727272727273,0.9633029711764844,0.8874999999778125,1.0,research,embeddings,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9574468085106383,0.2708333333333333,0.1139109767702625,0.75082856,0.72758865,0.73902595,0.1714285714285714,0.7881,0.9710585474967957,0.0,1.0,0.9093045122367034,,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.3684210526315789,0.2333333333333333,0.0,0.60025966,0.74733925,0.6657732,0.3125,0.7925844,0.8510149717330933,0.0,0.1666666666666666,0.9174225337357624,0.9166666666361112,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.1694915254237288,0.0845070422535211,0.0,0.51651496,0.6543187,0.57730734,0.0,0.38542348,0.8154643774032593,0.0,0.3333333333333333,0.9355739488343882,0.8099999999838,0.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.8292682926829268,0.3,0.1459609693408594,0.6018946,0.57746,0.58942413,0.1538461538461538,0.73538065,0.9543516635894777,0.0,0.0,0.0,0.499999999975,0.5,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.3666666666666666,0.1860465116279069,0.041347882026661,0.5938745,0.7334964,0.6563423,0.1,0.887699,0.9262065291404724,0.0,1.0,0.8924283141754367,0.6388888888675925,0.5,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.4722222222222222,0.3423423423423423,0.132263054855175,0.60726064,0.71705127,0.65760493,0.2162162162162162,0.8627324,0.9672412872314452,0.6666666666666666,0.5,0.0,0.99999999998,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.8913043478260869,0.3404255319148936,0.203189727726407,0.7059642,0.7141361,0.7100267,0.2272727272727272,0.9035885,0.9672150015830994,1.0,1.0,0.9776235855155276,0.99999999998,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.4615384615384615,0.2711864406779661,0.1039029605812675,0.5957976,0.70465386,0.6456697,0.1739130434782608,0.6528331,0.9544299840927124,0.0,0.8,0.7777246941482326,0.99999999998,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.5,0.2905982905982906,0.1018831515058092,0.64757234,0.7748957,0.7055357,0.2,0.8329687,0.975717842578888,0.5,0.75,0.9620836144066532,0.99999999998,0.5,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.5492957746478874,0.1739130434782609,0.0,0.6025209,0.6705518,0.63471854,0.1063829787234042,0.79626644,0.9541861414909364,0.0,0.3333333333333333,0.943699350865288,0.8874999999778125,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.2098765432098765,0.1428571428571428,0.0,0.52977777,0.77245003,0.6285028,0.0909090909090909,0.7040043,0.9212087988853456,0.0,0.7142857142857143,0.9082668917294426,0.3333333333,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.5135135135135135,0.4369747899159663,0.1307815169935194,0.7530118,0.6915486,0.72097266,0.1463414634146341,0.6257077,0.97441965341568,0.0,1.0,0.9944395838992292,0.729523809509219,0.5,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.7014925373134329,0.2051282051282051,0.081521638866923,0.62975943,0.7016765,0.6637757,0.0555555555555555,0.7195347,0.9670174717903136,0.0,0.4,0.935597153786449,0.49999999995,0.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.5416666666666666,0.2432432432432432,0.0819118182920652,0.6866047,0.7902199,0.73477745,0.2222222222222222,0.8868511,0.9565009474754332,0.0,0.8,0.9630430994077817,0.99999999998,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.7088607594936709,0.25,0.0959516059278247,0.5850625,0.63157547,0.60742986,0.1481481481481481,0.8253511,0.9510511755943298,0.2857142857142857,0.8,0.9483544985553952,0.6678571428404464,1.0,marketing,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9204545454545454,0.3068181818181819,0.1434311959616286,0.67354417,0.67645466,0.6749963,0.1864406779661017,0.6425184,0.9733899235725404,0.0,0.8333333333333334,0.8834031115686163,0.9111111110928888,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.7582417582417582,0.1242937853107344,0.0,0.519901,0.5400923,0.5298043,0.1071428571428571,0.66583383,0.8409658074378967,0.0,0.6666666666666666,0.914124600721002,0.99999999998,0.5,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.88,0.2054794520547945,0.0,0.6375601,0.62832016,0.6329064,0.08,0.47700775,0.968328058719635,0.0,0.75,0.0,0.8099999999838,0.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.5866666666666667,0.1587301587301587,0.0,0.5475911,0.5303054,0.5388096,0.0681818181818181,0.46839356,0.9290277361869812,0.0,0.5,0.0,0.999999999975,0.6666666666666666,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.9891304347826086,0.1979166666666666,0.0644757523543664,0.6355605,0.6857525,0.6597032,0.125,0.84830606,0.9702602624893188,0.0,0.8,0.9301078332289598,0.999999999975,0.75,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8674698795180723,0.2592592592592592,0.1755127125002802,0.60560745,0.6401266,0.6223888,0.1166666666666666,0.64661765,0.9622427225112916,0.8,0.6666666666666666,0.0,0.99999999998,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.9901960784313726,0.2938388625592417,0.1588299186765586,0.6207919,0.6521401,0.63607997,0.1186440677966101,0.77150625,0.9597012996673584,0.0,0.5714285714285714,0.9672972116672742,0.99999999998,0.5,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.8125,0.1405405405405405,0.0,0.5226374,0.5379668,0.5301913,0.0416666666666666,0.54364216,0.9374359846115112,0.0,1.0,0.8305723860797658,0.99999999998,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.7321428571428571,0.2277227722772277,0.0759219961832333,0.62462366,0.69701904,0.65883857,0.1549295774647887,0.8362238,0.9825223088264464,0.8,0.8333333333333334,0.9620845870043097,0.99999999998,0.5,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.7398373983739838,0.2009132420091324,0.0510904471457742,0.6039511,0.64139575,0.6221105,0.16,0.7878419,0.9741954803466796,0.4,0.4285714285714285,0.943699350865288,0.99999999998,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.6090225563909775,0.2511627906976744,0.0802039590414743,0.61708474,0.70103604,0.656387,0.1363636363636363,0.7589229,0.9801005125045776,0.25,0.9166666666666666,0.8321644336712439,0.9821428571288264,0.8,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.6535433070866141,0.304147465437788,0.1282179964256878,0.6100172,0.688658,0.64695656,0.2027027027027027,0.740095,0.9779558181762696,0.3333333333333333,0.5714285714285714,0.9944395838992288,0.729523809509219,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8043478260869565,0.2651933701657459,0.0983032417344629,0.5487293,0.6081165,0.5768986,0.0967741935483871,0.63906735,0.947783887386322,0.0,0.5,0.9755784544874228,0.8666666666377778,0.4,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7798165137614679,0.3979591836734694,0.1513836059008211,0.6868671,0.7620001,0.72248554,0.3230769230769231,0.836937,0.9764939546585084,0.5,0.5714285714285714,0.9830040152131542,0.99999999998,1.0,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.9411764705882352,0.2673267326732673,0.1348627303938069,0.63176286,0.62118566,0.6264296,0.1641791044776119,0.7378313,0.9748858213424684,0.2,1.0,0.0,0.6678571428404464,0.75,research,embeddings,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.7230769230769231,0.2564102564102564,0.0,0.70370275,0.735708,0.71934956,0.1590909090909091,0.69620097,0.9631618857383728,0.4,0.8,0.912701673239058,,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.2545454545454545,0.2368421052631578,0.0466146697919345,0.58592707,0.7648835,0.66355115,0.1666666666666666,0.7867245,0.8804599642753601,0.0,0.5,0.0,0.19999999998,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.2631578947368421,0.08,0.0,0.5421416,0.62517637,0.58070576,0.0,0.33495796,0.7857047915458679,0.0,0.4,0.945026542174942,0.8333333332916666,0.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.6212121212121212,0.1538461538461538,0.0,0.51485026,0.58038497,0.5456569,0.0555555555555555,0.5266468,0.9376090168952942,0.0,0.0,0.0,0.999999999975,0.5,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.4074074074074074,0.2,0.057855095943418,0.63541746,0.751868,0.6887552,0.1071428571428571,0.72609323,0.915953814983368,0.0,1.0,0.9593545045013162,0.99999999998,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8292682926829268,0.1558441558441558,0.0,0.6714442,0.68798685,0.67961484,0.0571428571428571,0.81276035,0.9507877826690674,0.5,0.8571428571428571,0.8789125350720585,0.99999999998,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,0.7540983606557377,0.3157894736842105,0.1150128259764269,0.6429204,0.60866535,0.62532413,0.1176470588235294,0.87570953,0.95561283826828,1.0,0.75,0.9609450551943556,0.99999999998,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.5714285714285714,0.3018867924528302,0.1491884384034767,0.58082944,0.6701832,0.6223153,0.1666666666666666,0.7786935,0.9473497867584229,0.0,0.75,0.8610362123642695,0.99999999998,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.59375,0.2830188679245283,0.075939561886592,0.64899695,0.7365066,0.6899882,0.108695652173913,0.84723353,0.9711082577705384,0.5,0.75,0.9499092760741564,0.99999999998,0.5,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.6190476190476191,0.205607476635514,0.0,0.62638503,0.68427044,0.65404946,0.1578947368421052,0.8104533,0.9651378393173218,0.0,0.5714285714285714,0.9742658092015712,0.8874999999778125,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.2575757575757575,0.2352941176470588,0.1045799501888156,0.565352,0.8031824,0.6636016,0.2162162162162162,0.6103195,0.9225413799285888,0.6666666666666666,0.3333333333333333,0.9519857729204788,0.3873015872886772,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.7162162162162162,0.4328358208955223,0.1413763147232873,0.7540924,0.71369755,0.73333913,0.1590909090909091,0.6261413,0.9752488732337952,0.0,1.0,0.9944395838992292,0.6218253968150331,0.9,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8703703703703703,0.1904761904761904,0.0,0.65592504,0.69085264,0.6729359,0.0612244897959183,0.7209778,0.96749609708786,0.0,0.7142857142857143,0.94280713141751,0.9166666666361112,0.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7428571428571429,0.2580645161290323,0.0959254506849252,0.6968559,0.7391746,0.7173917,0.1470588235294117,0.7996001,0.9293453693389891,0.0,0.4,0.9582558012950152,0.6791666666496875,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
110,0.8928571428571429,0.2264150943396226,0.118418375729722,0.68422073,0.66572964,0.67484856,0.1666666666666666,0.87935483,0.95269513130188,0.0,0.1666666666666666,0.9810093098107237,0.94999999997625,1.0,marketing,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
0,0.9777777777777776,0.2594594594594594,0.0664357905980002,0.66329014,0.67089915,0.66707295,0.1846153846153846,0.6676154,0.9805221557617188,0.0,0.6,0.8914483033756156,0.5654761904620536,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
7,0.2527472527472527,0.0840336134453781,0.006143992888732,0.56695235,0.49047604,0.5259487,0.0612244897959183,0.6490149,0.9044638872146606,0.0,0.0,0.0,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
11,0.6147540983606558,0.2058823529411764,0.0507913640587586,0.5691602,0.65513504,0.6091289,0.0985915492957746,0.6161101,0.9670590758323668,0.4,0.6666666666666666,0.9613837678712234,0.99999999998,0.3333333333333333,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
19,0.7978723404255319,0.1777777777777777,0.0,0.5495018,0.6115754,0.57887924,0.1428571428571428,0.53706163,0.9542912244796752,0.0,0.5,0.0,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
27,0.6593406593406593,0.345679012345679,0.1963193614836273,0.727002,0.7091855,0.71798325,0.2765957446808511,0.893291,0.9737419486045836,0.0,1.0,1.0,0.99999999998,0.75,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
28,0.8674698795180723,0.3125,0.187491150151097,0.6417549,0.6614708,0.6514637,0.2280701754385964,0.8248322,0.979925811290741,0.5714285714285715,0.8,1.0000000000000002,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
33,1.0,0.3714285714285714,0.2696556697382229,0.6242324,0.6454899,0.63468325,0.1836734693877551,0.7936975,0.949350357055664,0.0,0.8571428571428571,0.9920524412778472,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
53,0.7959183673469388,0.2162162162162162,0.0628357435738495,0.6167712,0.6417147,0.6289958,0.1641791044776119,0.7608231,0.971137285232544,0.0,0.2857142857142857,0.9567698075719212,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
63,0.9534883720930232,0.2598870056497175,0.0917742019958725,0.592556,0.69533277,0.63984346,0.2295081967213114,0.8352598,0.976901113986969,0.6666666666666666,0.7142857142857143,0.9554354770172224,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
76,0.8198198198198198,0.2488038277511961,0.0642007143589483,0.6357986,0.6702184,0.652555,0.1692307692307692,0.80758315,0.9804283976554872,0.0,0.7777777777777778,0.8994936031372335,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
87,0.7297297297297297,0.2694300518134715,0.1005758374791365,0.62016964,0.67686,0.6472759,0.1506849315068493,0.8252926,0.9578036665916444,0.25,0.6666666666666666,0.8775339234005293,0.9060405643638306,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
92,0.6287878787878788,0.2869955156950673,0.1303880497112401,0.62731344,0.71648467,0.6689404,0.141025641025641,0.7922143,0.9816109538078308,0.0,0.9285714285714286,0.9944441348618832,0.6218253968150331,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
95,0.8846153846153846,0.2352941176470588,0.1022473984051393,0.60911715,0.647719,0.62782526,0.0972222222222222,0.7134696,0.9661478996276855,0.0,0.8,0.9720591581542992,0.8874999999778125,0.8,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
103,0.7024793388429752,0.2488038277511961,0.0742312617504072,0.62644297,0.66314703,0.6442727,0.1891891891891892,0.8074351,0.97817724943161,0.3333333333333333,0.375,0.900838262785364,0.99999999998,1.0,research,embeddings,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3
