question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,mds,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name,llm_temp,llm_top_p,llm_do_sample,llm_repetition_penalty,inference_time
95,0.734375,0.15789473684210525,0.0,0.5788703,0.64488226,0.61009586,0.038461538461538464,0.5521225,0.958931028842926,0.0,0.6,0.8657640849660376,0.8874999999778125,0.6666666666666666,0.7158755945314655,marketing,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.5777777777777777,0.4225352112676057,0.0,0.71340317,0.8158299,0.76118636,0.24242424242424243,0.8468946,0.9633020162582397,0.0,0.75,0.9433127953567592,0.99999999998,1.0,0.849768242728137,marketing,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.8392857142857143,0.2524271844660194,0.18194308434054784,0.69464153,0.66588074,0.67995715,0.15789473684210525,0.9108939,0.9637662768363953,0.0,0.25,0.9810093098107235,0.8874999999778125,1.0,0.525154932308208,marketing,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.8148148148148148,0.27317073170731704,0.05432651472373298,0.6762205,0.6973267,0.6866115,0.19047619047619047,0.6838914,0.9742696285247803,0.0,1.0,0.8933467500425462,0.7321428571245535,1.0,0.809443367015025,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.38461538461538464,0.16666666666666666,0.020372603449326617,0.61442876,0.5481676,0.57940996,0.09803921568627451,0.6606294,0.9485193490982056,0.0,0.0,0.0,0.99999999998,1.0,1.9999999997274105e-10,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.5769230769230769,0.1913875598086124,0.0,0.5314783,0.573109,0.5515091,0.07142857142857142,0.5715802,0.9637705683708191,0.0,0.5,0.9512895170243094,0.99999999998,1.0,0.6820803782418086,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.7894736842105263,0.12359550561797752,0.0,0.5102469,0.5484695,0.5286682,0.03389830508474576,0.46170634,0.9456664323806763,0.4,1.0,0.0,0.9999999999666667,0.6666666666666666,3.9999999984433817e-10,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.7472527472527473,0.16666666666666666,0.08995532928770522,0.65721136,0.6450795,0.6510889,0.11538461538461539,0.86575365,0.9790822267532349,0.0,0.8,0.9554761720153561,0.99999999998,0.75,0.8277311236803475,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.75,0.27428571428571424,0.13759975866628998,0.6107038,0.6599575,0.6343761,0.18333333333333332,0.8197789,0.9776529669761658,0.0,0.8333333333333334,0.0,0.99999999998,0.3333333333333333,3.9999999984894593e-10,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.9803921568627451,0.3601895734597156,0.26142455386708174,0.6463426,0.6546194,0.6504547,0.1509433962264151,0.779284,0.9741798043251038,0.0,0.6,0.9706420058592775,0.99999999998,1.0,0.7641902466848693,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.6902654867256637,0.2639593908629442,0.10328173437649554,0.59960556,0.64149153,0.61984175,0.12162162162162163,0.69183695,0.9598551392555237,0.0,0.8,0.0,0.99999999998,0.25,3.9999999984546737e-10,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.6890756302521008,0.2608695652173913,0.0995416416982976,0.67335075,0.7413541,0.70571804,0.16883116883116883,0.8326734,0.9788557887077332,0.5,0.5714285714285714,0.9554354770172223,0.99999999998,1.0,0.7672183508668567,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.8053097345132744,0.25,0.0,0.59114057,0.63023114,0.61006033,0.1267605633802817,0.7963738,0.9725124835968018,0.0,0.8571428571428571,0.9122481431276802,0.99999999998,1.0,0.8159865264182502,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.7570093457943925,0.3473684210526316,0.169425362750718,0.70868313,0.7445347,0.72616667,0.18421052631578946,0.777848,0.9821404218673706,0.28571428571428575,0.4,0.9521436295537455,0.7783333333177667,1.0,0.6438991778691702,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.7904761904761904,0.4,0.09443879298442402,0.69194406,0.7487453,0.719225,0.265625,0.839781,0.9776161313056946,0.0,0.75,0.9572297437306988,0.729523809509219,1.0,0.778337723548274,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.8288288288288288,0.2547169811320754,0.12071471563535639,0.5974192,0.63774455,0.61692363,0.13333333333333333,0.7246067,0.9684873223304749,0.0,1.0,0.9769115443207564,0.99999999998,1.0,0.8612188274789548,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.8333333333333334,0.328042328042328,0.21880258697897467,0.6917562,0.75564975,0.7222927,0.2647058823529412,0.86953974,0.9773094058036804,0.6666666666666666,0.6666666666666666,0.9620805481088319,0.94999999997625,0.75,0.8037735841911642,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.7132867132867133,0.2357723577235772,0.062431049200972165,0.6052473,0.6292691,0.61702454,0.08695652173913043,0.79489386,0.9752557873725891,0.0,0.9090909090909091,0.9633029711764847,0.99999999998,0.75,0.8405522677511604,research,embeddings_mds,512,100,multi-qa-distilbert-cos-v1,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.9574468085106383,0.27083333333333337,0.11391097677026257,0.7508287,0.72758853,0.73902595,0.17142857142857143,0.7880998,0.9710585474967957,0.0,1.0,0.9092813198764095,0.9111111110928889,0.5,0.8790314086321993,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.3684210526315789,0.23333333333333336,0.0,0.60025954,0.747339,0.66577303,0.3125,0.79258436,0.8510149717330933,0.0,0.16666666666666666,0.9174225337357619,0.9166666666361111,1.0,0.41309798629157135,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.1694915254237288,0.08450704225352113,0.0,0.51651484,0.6543187,0.57730716,0.0,0.38542357,0.8154643774032593,0.0,0.3333333333333333,0.9355739488343888,0.691666666649375,0.0,0.5519657964575797,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.8292682926829268,0.3,0.14596096934085942,0.60189474,0.5774599,0.58942413,0.15384615384615385,0.7353806,0.9543516635894775,0.0,0.0,0.0,0.499999999975,0.5,1.999999999630343e-10,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.36666666666666664,0.18604651162790697,0.04134788202666105,0.59387445,0.7334961,0.6563421,0.1,0.887699,0.9262065291404724,0.0,1.0,0.8924051574619054,0.999999999975,0.5,0.861296221672416,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.4722222222222222,0.34234234234234234,0.13226305485517506,0.6072606,0.71705097,0.65760475,0.21621621621621623,0.8627324,0.9672412872314453,0.6666666666666666,0.5,0.0,0.99999999998,1.0,3.999999998191732e-10,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.8913043478260869,0.3404255319148936,0.203189727726407,0.70596415,0.7141361,0.7100267,0.22727272727272727,0.90358853,0.9672150015830994,1.0,1.0,0.9776235855155275,0.99999999998,1.0,0.9026724214908645,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.46153846153846156,0.2711864406779661,0.10390296058126754,0.59579766,0.70465386,0.64566976,0.17391304347826086,0.6528333,0.9544299840927124,0.0,0.8,0.8061567510628188,0.8041666666465626,1.0,0.7571804993992812,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.5,0.2905982905982906,0.10188315150580923,0.6475724,0.77489555,0.7055357,0.2,0.83296865,0.9757178425788879,0.5,0.8571428571428571,0.9620836144066532,0.99999999998,1.0,0.8651566699416272,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.5492957746478874,0.1739130434782609,0.0,0.60252094,0.67055166,0.6347186,0.10638297872340426,0.79626644,0.9541861414909363,0.0,0.3333333333333333,0.9435551360099431,0.8666666666377778,1.0,0.5891737304917125,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.20987654320987653,0.14285714285714285,0.0,0.52977777,0.7724501,0.6285027,0.09090909090909091,0.70400417,0.9212087988853455,0.0,0.7142857142857143,0.9082668917294426,0.8333333332916666,1.0,0.7558463275025505,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.5135135135135135,0.43697478991596633,0.1307815169935194,0.7530119,0.6915486,0.72097266,0.14634146341463414,0.625708,0.9744196534156799,0.0,1.0,0.9944395838992292,0.729523809509219,0.5,0.8397427060492052,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.7014925373134329,0.20512820512820512,0.081521638866923,0.62975943,0.7016764,0.6637756,0.05555555555555555,0.7195345,0.9670174717903137,0.0,0.8,0.9355851343053221,0.49999999995,0.6666666666666666,0.6866501353634392,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.5416666666666666,0.24324324324324323,0.08191181829206526,0.6866048,0.7902201,0.7347776,0.2222222222222222,0.8868511,0.9565009474754333,0.0,0.8,0.96312311019878,0.99999999998,1.0,0.8603547795844159,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.7088607594936709,0.25,0.09595160592782474,0.5850626,0.6315755,0.60743004,0.14814814814814814,0.82535136,0.9510511755943298,0.28571428571428575,0.6666666666666666,0.9483544985553953,0.7861904761747525,1.0,0.7309013772729369,marketing,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.9204545454545454,0.3068181818181819,0.14343119596162862,0.6735441,0.67645466,0.67499626,0.1864406779661017,0.6425185,0.9733899235725403,0.0,0.8333333333333334,0.8835037680222935,0.9111111110928889,1.0,0.81451337078818,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.7582417582417582,0.12429378531073447,0.0,0.51990104,0.5400922,0.5298042,0.10714285714285714,0.66583383,0.8409658074378967,0.0,0.0,0.914124600721002,0.99999999998,0.5,3.999999998407427e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.88,0.20547945205479454,0.0,0.63756025,0.6283202,0.6329065,0.08,0.47700772,0.968328058719635,0.0,0.8,0.0,0.691666666649375,0.0,3.999999998289682e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.5866666666666667,0.15873015873015875,0.0,0.5475912,0.5303056,0.53880984,0.06818181818181818,0.4683935,0.9290277361869812,0.0,0.75,0.0,0.9166666666361111,0.6666666666666666,3.9999999982879255e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.9891304347826086,0.19791666666666663,0.06447575235436645,0.63556045,0.685752,0.6597029,0.125,0.8483059,0.9702602624893188,0.0,0.8,0.938619268389495,0.999999999975,0.25,0.8279467530052068,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.8674698795180723,0.25925925925925924,0.17551271250028022,0.60560745,0.64012665,0.6223888,0.11666666666666667,0.64661765,0.9622427225112915,0.8,0.5,0.0,0.99999999998,1.0,3.999999998157315e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.9901960784313726,0.2938388625592417,0.15882991867655863,0.6207918,0.65214,0.6360799,0.11864406779661017,0.77150613,0.9597012996673584,0.0,0.2,0.9672972116672742,0.99999999998,0.5,0.4647953593211911,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.8125,0.14054054054054055,0.0,0.52263737,0.5379667,0.53019124,0.041666666666666664,0.543642,0.9374359846115112,0.0,1.0,0.8305723860797658,0.99999999998,1.0,0.7858390490594305,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.7321428571428571,0.22772277227722773,0.07592199618323338,0.62462354,0.69701904,0.65883845,0.15492957746478872,0.8362237,0.9825223088264465,0.8,0.8333333333333334,0.9620554779251667,0.99999999998,0.5,0.8408194576634547,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.7398373983739838,0.20091324200913244,0.05109044714577429,0.6039511,0.6413957,0.6221105,0.16,0.7878419,0.9741954803466797,0.4,0.8571428571428571,0.9436993508652879,0.99999999998,1.0,0.8275135484575131,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.6090225563909775,0.2511627906976744,0.08020395904147433,0.61708474,0.701036,0.6563869,0.13636363636363635,0.7589229,0.9801005125045776,0.25,0.7,0.0,0.9821428571288265,0.8,3.999999998411902e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.6535433070866141,0.304147465437788,0.12821799642568785,0.6100172,0.68865794,0.64695656,0.20270270270270271,0.7400949,0.9779558181762695,0.3333333333333333,0.5714285714285714,0.9944395838992292,0.729523809509219,1.0,0.705212703540286,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.8043478260869565,0.2651933701657459,0.0983032417344629,0.5487296,0.60811657,0.57689875,0.0967741935483871,0.6390673,0.947783887386322,0.0,0.8,0.9755784544874219,0.8666666666377778,0.6666666666666666,0.774850601903046,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.7798165137614679,0.3979591836734694,0.15138360590082112,0.6868671,0.7620001,0.72248554,0.3230769230769231,0.83693707,0.9764939546585083,0.5,0.7142857142857143,0.9830040152131542,0.99999999998,1.0,0.8330902564323481,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.9411764705882353,0.26732673267326734,0.13486273039380692,0.6317629,0.62118554,0.62642956,0.16417910447761194,0.73783123,0.9748858213424683,0.2,1.0,0.0,0.817857142843512,1.0,3.999999998472378e-10,research,embeddings_mds,512,100,all-mpnet-base-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.7230769230769231,0.2564102564102564,0.0,0.7037029,0.7357079,0.7193496,0.1590909090909091,0.6962008,0.9631618857383728,0.4,0.8,0.912701673239058,0.5654761904620536,1.0,0.7267159441473078,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.2545454545454545,0.23684210526315788,0.046614669791934515,0.58592695,0.7648833,0.6635509,0.16666666666666666,0.78672457,0.8804599642753601,0.0,0.5,0.0,0.19999999998,1.0,3.9999999965971823e-10,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.2631578947368421,0.08000000000000002,0.0,0.54214346,0.6251763,0.5807068,0.0,0.33495808,0.7857047915458679,0.0,0.4,0.945026542174942,0.8333333332916666,0.0,0.6172638707089889,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.6212121212121212,0.15384615384615385,0.0,0.51485056,0.58038473,0.545657,0.05555555555555555,0.52664673,0.9376090168952942,0.0,0.0,0.0,0.9999999999666667,0.5,1.9999999997167347e-10,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.4074074074074074,0.2,0.05785509594341803,0.63541734,0.7518677,0.6887551,0.10714285714285714,0.72609305,0.9159538149833679,0.0,0.42857142857142855,0.9363172935450496,0.99999999998,1.0,0.6833819341609416,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.8292682926829268,0.15584415584415584,0.0,0.6714442,0.6879866,0.6796147,0.05714285714285714,0.81276023,0.9507877826690674,0.5,1.0,0.8780202706269494,0.99999999998,1.0,0.8676134970605861,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.7540983606557377,0.3157894736842105,0.11501282597642694,0.6429204,0.60866535,0.62532413,0.11764705882352941,0.8757096,0.95561283826828,1.0,1.0,0.807164886884129,0.99999999998,1.0,0.8267751250642255,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.5714285714285714,0.3018867924528302,0.1491884384034767,0.5808294,0.6701832,0.6223152,0.16666666666666666,0.7786937,0.9473497867584229,0.0,0.4,0.8610362123642695,0.99999999998,1.0,0.6381321558182659,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.59375,0.2830188679245283,0.07593956188659201,0.64899683,0.7365067,0.68998814,0.10869565217391304,0.84723365,0.9711082577705383,0.5,0.75,0.9490995378593345,0.99999999998,0.5,0.8270847272313755,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.6190476190476191,0.205607476635514,0.0,0.62638503,0.6842704,0.6540495,0.15789473684210525,0.81045353,0.9651378393173218,0.0,0.42857142857142855,0.9743092110741803,0.8041666666465626,1.0,0.6522985809999389,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.25757575757575757,0.23529411764705882,0.10457995018881569,0.5653521,0.80318254,0.6636017,0.21621621621621623,0.61031944,0.9225413799285889,0.6666666666666666,0.0,0.9519857729204788,0.7095238095060713,1.0,3.9999999984132966e-10,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.7162162162162162,0.43283582089552236,0.14137631472328732,0.7540923,0.71369755,0.7333391,0.1590909090909091,0.6261414,0.9752488732337952,0.0,1.0,0.9944395838992292,0.6218253968150331,0.8888888888888888,0.803634739116335,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.8703703703703703,0.19047619047619047,0.0,0.6559251,0.6908526,0.67293596,0.061224489795918366,0.72097784,0.9674960970878601,0.0,0.42857142857142855,0.9428071314175099,0.9166666666361111,0.0,0.6699123701227704,marketing,embeddings_mds,512,100,all-MiniLM-L12-v2,optimal,5,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
