question_num,length_score,rouge_l_score,bleu_score,bert_score_precision,bert_score_recall,bert_score_f1,jaccard_score,cosine_similarity,cosine_similarity_spacy,spacy_score,ragas_score_faithfulness,ragas_score_answer_relevancy,ragas_score_context_precision,ragas_score_context_recall,mds,audience_type,experiment_name,chunksize,chunkoverlap,embedding_model,config_name,num_retrieve,llm_name,llm_temp,llm_top_p,llm_do_sample,llm_repetition_penalty,inference_time
19,0.6721311475409836,0.25925925925925924,0.07993564266443212,0.5938827,0.6286025,0.61074954,0.1111111111111111,0.7321327,0.9534032344818115,0.0,0.25,0.0,0.5833333333041666,0.0,3.999999997059353e-10,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.5365853658536586,0.3384615384615385,0.18756057741347879,0.639175,0.7010876,0.6687013,0.24,0.63276184,0.890079915523529,0.0,0.3333333333333333,0.9489080413819733,0.9999999999666667,1.0,0.610754255382652,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.6181818181818182,0.32967032967032966,0.1302073057408704,0.65677845,0.71477586,0.6845509,0.20588235294117646,0.8819151,0.9649712443351746,0.0,0.6666666666666666,0.9486903070441469,0.9999999999666667,1.0,0.79762363997349,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.8214285714285714,0.3486238532110092,0.1717278313748993,0.6823541,0.6508912,0.66625136,0.2222222222222222,0.9277804,0.9466049075126648,0.0,1.0,0.0,0.9999999999666667,1.0,3.9999999985996263e-10,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.8181818181818182,0.3294117647058824,0.16105265992626083,0.68381363,0.70671886,0.6950776,0.11428571428571428,0.6676604,0.9486496448516846,0.0,0.8,0.9377427053844837,0.9999999999666667,1.0,0.8412058155798603,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.4810126582278481,0.1983471074380165,0.0,0.62138784,0.72028965,0.66719353,0.13725490196078433,0.9146443,0.9700362682342529,0.0,0.6,0.9461364979459396,0.9999999999666667,0.5,0.7659295904311987,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.5735294117647058,0.16666666666666669,0.0,0.6020106,0.6496208,0.6249102,0.16,0.7434112,0.9438313841819763,0.0,0.5,0.8883215993366881,0.5833333333041666,1.0,0.6210954324731203,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.2982456140350877,0.16216216216216214,0.05343733579435198,0.5522534,0.75863725,0.639199,0.12903225806451613,0.7394108,0.9258880615234375,0.0,0.8888888888888888,0.9509661096320697,0.249999999975,1.0,0.5167277566398868,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.7162162162162162,0.27067669172932335,0.12654791696967582,0.69511116,0.64051515,0.66669726,0.09803921568627451,0.5200452,0.9619173407554626,0.0,0.6666666666666666,0.9944395838992292,0.5333333333155555,0.5,0.6802116390893718,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.6266666666666667,0.1732283464566929,0.05253734015699618,0.57786894,0.61399186,0.595383,0.05555555555555555,0.5662131,0.953996479511261,0.0,0.8,0.0,0.99999999995,1.0,3.999999998428163e-10,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.40625,0.28571428571428575,0.06255160475948239,0.6329204,0.798922,0.7062985,0.23684210526315788,0.781813,0.9511895775794983,0.0,0.5,0.0,0.9999999999666667,1.0,3.999999998233667e-10,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.8928571428571429,0.29906542056074764,0.15865680780869687,0.70544416,0.7066819,0.7060625,0.21621621621621623,0.8727041,0.9746876358985901,0.0,0.6666666666666666,0.9505796319841691,0.99999999995,1.0,0.8051051876066149,marketing,retriever_mds,512,100,multi-qa-mpnet-base-dot-v1,high_overlap,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.6911764705882353,0.18181818181818182,0.04670509128836108,0.6396164,0.69653136,0.66686165,0.1,0.6252541,0.9590756297111511,0.4,0.8333333333333334,0.8673695681390244,0.9999999999666667,1.0,0.8243220294651017,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.4117647058823529,0.490566037735849,0.2026004770366011,0.6712779,0.84534883,0.74832386,0.4166666666666667,0.8200264,0.8658745288848877,1.0,0.3333333333333333,0.9398413405169764,0.99999999995,1.0,0.6249678550735618,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.2631578947368421,0.04000000000000001,0.0,0.51006514,0.64015,0.5677515,0.0,0.44259655,0.8130213022232056,0.0,1.0,0.9535443818713736,0.8055555555287036,0.0,0.7918546634617459,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.5857142857142857,0.11965811965811964,0.0,0.55615383,0.57568336,0.5657501,0.07142857142857142,0.5955466,0.9343191981315613,0.0,0.5,0.0,0.49999999995,0.5,3.9999999976929743e-10,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.5116279069767442,0.26865671641791045,0.07110703768283211,0.6278143,0.71276695,0.6675989,0.1111111111111111,0.639791,0.901908814907074,0.0,0.6,0.8910269344599193,0.9999999999666667,1.0,0.7565909614583345,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.8717948717948718,0.16,0.0,0.67850167,0.6979499,0.6880884,0.09375,0.68671584,0.9563682675361633,0.0,0.25,0.8738551237370094,0.9999999999666667,1.0,0.5264781665813917,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.8070175438596491,0.5892857142857142,0.4096714024964257,0.764356,0.83071536,0.79615533,0.3333333333333333,0.974172,0.9823997020721436,0.0,0.6666666666666666,0.9676795549613671,0.9999999999666667,1.0,0.8351713667587772,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.5070422535211268,0.125,0.0,0.61301637,0.65804327,0.6347323,0.044444444444444446,0.6368362,0.9418185353279114,0.0,0.2,0.735008176989064,0.8333333332916666,1.0,0.4378285425127631,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.7037037037037037,0.3333333333333333,0.08895662622306487,0.6876724,0.7680626,0.72564775,0.225,0.8777011,0.9690053462982178,0.5,0.6,0.944903200194316,0.9999999999666667,1.0,0.7838441586273568,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.527027027027027,0.1724137931034483,0.0,0.5937527,0.665619,0.6276353,0.08333333333333333,0.636386,0.9448350667953491,0.0,0.4,0.9467399451403335,0.9999999999666667,1.0,0.6504553410731158,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.22077922077922077,0.22916666666666669,0.11803064168703481,0.575957,0.85590446,0.6885641,0.23529411764705882,0.67687684,0.9524422883987427,0.4,0.6666666666666666,0.945746419883922,0.36666666664833336,1.0,0.5937417089147057,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.6081081081081081,0.3968253968253968,0.13476765862484757,0.7501232,0.6924525,0.7201351,0.20930232558139536,0.7262645,0.9692608118057251,0.0,0.5,0.9850332179743053,0.999999999975,0.6,0.7402167559405476,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
95,0.8245614035087719,0.24074074074074076,0.09052415449935255,0.63247764,0.6603699,0.6461229,0.10204081632653061,0.5552534,0.9699807167053223,0.0,0.8333333333333334,0.9339139057938312,0.9999999999666667,0.0,0.830141480072027,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
103,0.5909090909090909,0.3661971830985915,0.12660998324628944,0.6770927,0.76413244,0.71798426,0.25,0.7837815,0.947341799736023,0.0,0.4,0.9830040152131531,0.9999999999666667,1.0,0.6768100168479338,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
110,0.75,0.1836734693877551,0.0,0.6709147,0.6385275,0.65432054,0.1282051282051282,0.83540004,0.9446555972099304,0.0,0.16666666666666666,0.955360700426751,0.7579365079238757,1.0,0.4042690935135459,marketing,retriever_mds,1000,200,multi-qa-mpnet-base-dot-v1,medium_context,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
0,0.7121212121212122,0.23529411764705885,0.0,0.6530256,0.71212584,0.68129647,0.10416666666666667,0.7289903,0.9561685919761658,0.4,0.75,0.8749926374593028,0.9999999999666667,1.0,0.8090631478010192,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
7,0.4,0.24137931034482757,0.0754582773468547,0.6017933,0.76340145,0.673032,0.2,0.77788204,0.8678638339042664,0.0,0.25,0.8251351934740278,0.99999999995,1.0,0.5196332977437521,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
11,0.2127659574468085,0.06779661016949151,0.0,0.5609248,0.6868368,0.6175279,0.0,0.27599806,0.8029760718345642,0.0,0.25,0.0,0.9999999999666667,1.0,3.999999997352256e-10,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
19,0.6721311475409836,0.1981981981981982,0.0,0.53301895,0.58270466,0.5567555,0.05,0.6565286,0.9206402897834778,0.0,0.6666666666666666,0.0,0.49999999995,0.5,3.9999999978815523e-10,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
27,0.7096774193548387,0.25,0.08882389583994751,0.6532912,0.70532006,0.6783094,0.13636363636363635,0.7083977,0.9040207266807556,0.0,0.5,0.882812319794664,0.8333333332916666,0.0,0.6888241738956123,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
28,0.8947368421052632,0.2162162162162162,0.0,0.6951249,0.70520353,0.70012796,0.06060606060606061,0.8269449,0.9488030076026917,0.0,1.0,0.9197245975258791,0.9999999999666667,1.0,0.8858195449982852,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
33,0.92,0.27184466019417475,0.12446512068539711,0.65195143,0.6096221,0.63007665,0.19230769230769232,0.8391251,0.9451316595077515,0.0,0.3333333333333333,0.0,0.9999999999666667,1.0,3.9999999977651567e-10,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
53,0.6923076923076923,0.2197802197802198,0.0,0.6455729,0.7003629,0.6718527,0.15384615384615385,0.70674,0.9598320722579956,0.0,0.6666666666666666,0.0,0.9999999999666667,1.0,3.999999998404631e-10,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
63,0.7307692307692307,0.17204301075268816,0.0,0.6677221,0.7083909,0.68745553,0.06976744186046512,0.8221313,0.9575375914573669,0.0,0.6,0.9333218959574271,0.9999999999666667,0.5,0.7703050601528756,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
76,0.5342465753424658,0.22413793103448276,0.0,0.61329776,0.6771556,0.64364666,0.2222222222222222,0.73447514,0.9633089303970337,0.0,0.75,0.8809258896571492,0.9999999999666667,1.0,0.7964716113032811,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
87,0.3695652173913043,0.2153846153846154,0.0,0.60777414,0.7729935,0.68049896,0.125,0.66708624,0.9226630330085754,0.0,0.7142857142857143,0.8794639525678722,0.49999999998333333,1.0,0.6659378834649116,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
92,0.9054054054054054,0.36734693877551017,0.1318272478351042,0.72323287,0.7130973,0.71812934,0.16981132075471697,0.65421915,0.9760187268257141,0.0,0.75,0.9481649751479329,0.8333333333214286,0.5,0.8031307718734727,marketing,retriever_mds,1500,150,multi-qa-mpnet-base-dot-v1,balanced,3,mistralai/Mistral-7B-Instruct-v0.3,0.6,0.95,True,1.2,0.0
